Actividad Económica,Producto,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023(p), 2024(p),Enero a Marzo 2025(p)
INDUSTRIA MANUFACTURERA,Estaño Metálico,12750.313999999998,14513.044,15492.621000000001,13152.987000000001,11548.879,12539.755000000003,10508.857,11975.778000000002,12150.877999999999,11128.07011,11955.323959999998,12832.171929999999,14002.182249999998,13579.187000000002,13822.255799999999,12307.031329999998,12736.70406,15421.443779999998,14985.039199999997,14995.088500000003,14400.121899999996,15044.1373,15797.265260000004,15671.540379999999,16779.280390000007,16721.230000000003,15854.771,15240.74601,10285.908010000003,15860.45601,15398.90948,15234.396530000004,17752.585059999998,2973.9758199999997
INDUSTRIA MANUFACTURERA,Maderas y Manufacturas de Madera,99750.82500000004,90411.53800000003,134241.02700000006,96872.63599999991,104949.82699999998,103641.181,71893.31200000009,45187.36999999997,49149.373000000036,41335.54713999999,37882.25794,47443.999889999955,79070.06582000005,96130.85694000003,122465.67761000013,136637.11672999995,137428.67014999993,118951.57523999999,171482.35653999998,125538.60231000007,86740.89360000002,71684.41142000005,60124.56267999997,50935.5205,47121.169949999996,60520.805879999956,72195.13864999994,69597.81673,75401.67252000001,135114.26394,145397.04614,158772.85885999998,181594.87743999998,34708.400890000004
INDUSTRIA MANUFACTURERA,Plata Metálica,155.57999999999996,1050.973,87.19000000000001,81.85799999999999,726.263,73.869,84.83900000000001,75.488,57.218,31.989389999999997,33.7866,27.56308,11.425680000000002,18.140870000000003,24.5048,24.795320000000004,43.68533,33.387900000000016,180.4813,259.99980999999997,210.61182,212.57351999999997,210.80355,197.94952,199.3923,151.72641,160.42224000000002,183.24047,176.36165999999997,184.14064000000002,165.11355999999998,156.41540999999998,141.43311,32.42164
INDUSTRIA MANUFACTURERA,Desechos y Amalgamas de Metal Precioso,,,,,,,,,,,,0.5785999999999999,1.17197,1.70837,1.78973,0.30820000000000003,0.45619999999999994,0.8916400000000001,2.89487,4.989050000000001,27.328120000000002,123.34114999999998,,,,,0.00817,,,0.0,,0.01,,
INDUSTRIA MANUFACTURERA,Joyería de Oro,0.6660000000000001,4.33,11.664000000000001,9.708,5.382999999999999,3.081,0.8470000000000001,2.9719999999999995,6.0809999999999995,5.40335,6.94513,5.999080000000001,5.952459999999999,6.16149,5.028859999999999,4.54758,1.55074,0.14973,0.9167699999999999,0.8996,0.9209799999999999,2.53444,1.5460900000000002,2.9467499999999998,3.40837,2.71459,3.5187800000000005,4.2288,3.26359,4.945119999999999,2.08636,0.24197000000000002,2.7633900000000002,0.52156
INDUSTRIA MANUFACTURERA,Productos Derivados de Girasol,860.0,2159.955,1954.4069999999997,5892.1410000000005,13592.166,30985.798000000003,32373.440000000002,69922.421,64667.836,97019.94939999998,64854.05363,36094.1276,56294.721000000005,63160.549080000004,115622.89400000001,148737.29750000002,189873.64599999998,242058.35700000005,200201.22996,101611.90916000002,132824.52472,162579.77271000002,135082.52291000003,78160.77399999999,80138.28899999998,89566.48207,100260.157,115895.67340999999,176469.96834000005,178548.79627000002,160388.39531,218560.38507000002,203517.18084999998,47422.12365
INDUSTRIA MANUFACTURERA,Productos de la Refinación del Petróleo,16945.165,8799.734,22577.585,40283.273,28592.042999999998,31650.238999999998,32137.094,36538.49100000001,38526.735,29018.939000000002,34627.914110000005,53163.424399999996,92201.96931999999,83392.61241999999,83115.37748000001,76310.28984999996,75549.85703000001,31255.20975,30268.889220000005,29094.792440000005,28814.05664999999,41184.27594,41313.03512,41502.31821000001,43273.08688999999,44408.70721999999,42054.841280000015,38476.56921,12012.801989999996,17829.72678,27750.323650000002,34251.261549999996,36683.12300000001,7565.64276
INDUSTRIA MANUFACTURERA,Productos Textiles,1979.157,3588.338999999999,4465.062999999999,700.7710000000002,1217.5959999999995,1954.4889999999998,5054.1430000000055,6719.880000000002,7352.418000000002,6126.154710000001,2639.2748799999963,4474.053689999999,6088.931760000016,6842.278640000009,7563.641510000003,7703.31660999999,8452.30014000001,4870.768450000004,3514.137949999993,2616.068399999999,3020.53809,2585.6861800000024,2677.9314000000013,2168.0670900000005,1140.9634300000007,1722.2463500000024,2212.933919999999,3485.334240000001,2559.2845500000008,3340.9834299999998,2883.8318799999997,1757.9253399999996,3832.342899999999,982.1106599999999
INDUSTRIA MANUFACTURERA,Joyería con Oro Importado,4.305,4.319000000000001,1.8480000000000003,1.3559999999999999,6.058,7.532,7.265000000000001,5.811,2.372,1.9780000000000002,2.70343,2.44009,2.2370799999999997,1.7858500000000002,2.15907,1.28226,2.4202800000000004,3.339689999999999,1.2119600000000001,0.72661,1.1640100000000002,1.6441000000000001,1.9284200000000002,1.9445099999999997,1.94439,2.07284,0.13930999999999996,0.01474,0.011970000000000001,0.017439999999999997,0.01314,0.011770000000000001,0.005489999999999999,0.0020099999999999996
INDUSTRIA MANUFACTURERA,Cueros y Manufacturas de Cuero,4909.016000000003,5365.322999999999,3489.201000000002,3180.8079999999977,2651.293999999999,4827.562000000002,3518.719999999999,5401.412999999996,7555.71400000001,7386.359330000015,8762.900139999983,9626.31577,10711.435450000012,9845.776930000009,12754.35741999998,11296.169020000003,8907.653599999996,7649.273209999997,14043.257640000002,14402.169880000001,13699.675720000007,17287.818109999975,18812.354020000013,16227.483179999988,16805.741419999966,17747.295889999987,13813.868969999998,10957.122699999982,8520.41995,21050.163090000002,17399.23954,20375.525019999997,22903.13238,5190.5104200000005
INDUSTRIA MANUFACTURERA,Alcohol Etílico,10567.353000000001,11253.176,10088.982,10744.550000000001,22093.034,11289.738000000001,9804.180000000002,9910.565,17780.312,21540.201,18837.281430000003,37829.977,49863.89921999999,44340.9365,51765.71400000001,64667.43550000001,85543.66844999998,100235.2708,105200.6282,63104.581759999994,70200.7202,133989.38958000002,112055.35375000001,107292.32056999998,91766.93406999997,71859.44195,112659.54142000001,110529.92034000001,104886.68466,83741.94292,90115.35048,50056.503789999995,42633.77415,12457.346200000002
INDUSTRIA MANUFACTURERA,Azúcar,74327.47099999999,38291.822,107301.06999999999,44152.942,72327.18299999999,65668.97700000001,68596.192,29543.898999999998,23001.796999999995,30340.089999999997,50640.50982,88921.39374,122351.3405,59299.47154,43182.566660000004,84821.006,146478.91,202116.28600000002,87782.57,857.0,44880.474,160047.89195000002,19050.8,1034.95,26885.8,1454.1100000000001,65478.6,102157.636,136344.39,151403.388,129847.27519999999,96956.99519999999,74722.49,19423.8
INDUSTRIA MANUFACTURERA,"Prendas de Vestir, Adobo y Tenido de Pieles",198.11900000000003,260.85300000000007,1152.3919999999996,548.27,1074.4209999999978,978.6239999999995,780.0159999999997,1193.0090000000023,1486.8619999999985,1312.7857700000022,1227.1988100000005,1560.37032,3277.257459999996,3333.2492300000026,3587.1597900000015,2368.682319999998,2334.117160000001,1732.4742399999984,1994.4758100000013,1710.392810000002,1466.3476000000003,1295.8140099999994,1171.8921500000001,890.4939699999987,635.1429599999999,629.7219299999998,645.7762499999998,504.27286000000026,341.6385700000001,702.07316,798.6691900000001,781.2732900000001,627.62281,110.20762
INDUSTRIA MANUFACTURERA,Antimonio Metálico y Óxidos de Antimonio,6920.3330000000005,5442.814999999999,6885.204999999999,5871.0509999999995,5673.741,6107.346,4569.021,2862.8160000000003,1513.8139999999999,2302.5000000000005,1697.1039999999996,1939.8279899999998,2601.2740400000002,3864.2591500000003,3517.8007699999994,3573.0687500000004,3515.5923399999992,2794.631,4295.059109999998,4012.2973899999993,5285.3479800000005,5034.52501,4358.00853,3658.9959999999996,2659.475,2915.92298,3136.0694900000008,2447.796,2530.671,2912.475,2991.5782,2382.50725,2669.6279,498.66589999999997
INDUSTRIA MANUFACTURERA,Productos Alimenticios,857.2660000000001,9287.273000000001,9588.997000000001,11257.197,11323.25,14502.012000000006,13144.848000000015,11304.611,12997.79,12938.834110000002,18782.86326,23876.62543,44064.40374000001,36252.14381,39462.51003000004,37270.73364000002,23068.727069999997,15343.79016000001,15871.237819999997,11173.418960000005,15170.588640000005,18065.03923,17244.935580000005,16111.571829999999,10775.503470000001,9639.13225,13045.28922999999,15328.649459999991,9113.416979999995,13066.133370000001,25344.891289999996,31363.88859,38797.51754000001,8125.219349999999
INDUSTRIA MANUFACTURERA,Sustancias y Productos Químicos,2186.7809999999995,2334.6349999999998,4210.240000000001,3477.318000000001,1019.1220000000001,73.281,172.03600000000006,535.3059999999999,533.6859999999999,651.1694000000001,3481.1589700000004,3819.1240300000004,4572.59015,4636.525630000001,8945.036780000002,6593.188970000001,9613.601940000004,8091.168229999995,15572.654379999996,21405.64368,18845.755790000003,16768.29361,15630.664409999996,12974.023489999996,13149.215429999998,17120.36445999999,20349.732499999995,25157.24297000001,25244.319589999985,33660.84476,43118.24298,37477.23858,50122.65204,13027.353070000001
INDUSTRIA MANUFACTURERA,Carbonato de Litio,,,,,,,,,,,,,,,,,,,,,,,,,19.325000000000003,45.01,30.0,,,1009.0,630.003,320.225,1832.14911,980.0
INDUSTRIA MANUFACTURERA,Leche en Polvo y Fluida,,,170.197,615.045,60.54,447.37399999999997,696.502,587.0600000000001,3958.8,5210.346,6076.8859999999995,3966.3295000000003,3056.3,1834.675,3690.4416,2988.2032,784.024,3815.5119999999997,4687.5689999999995,2565.6007999999997,5229.2002999999995,11901.84799,18731.639799999994,15501.911999999993,15809.198400000001,6727.005120000001,4193.98432,4865.98416,6236.33104,9136.064480000001,9606.0456,10385.328000000001,6718.170000000001,1528.7640000000001
INDUSTRIA MANUFACTURERA,Fabricación de muebles de Madera,202.84400000000002,1062.271,1019.8419999999999,871.899,982.9470000000001,1224.973,2043.0479999999998,3065.8869999999997,2684.927,1831.3463699999995,1820.81333,2358.6729,2709.4585700000002,2991.7196600000007,5328.5413499999995,10456.000000000002,7042.62755,6741.953960000001,7629.4786,5319.107679999999,1489.2015499999998,1024.0143,904.7271700000002,1294.3332800000003,858.29128,882.1973999999998,811.5857999999997,766.4975799999999,671.81429,1141.1998200000003,1107.1467,504.98461999999995,835.61788,85.90125
INDUSTRIA MANUFACTURERA,Gas Licuado de Petróleo (GLP),,,,,,,4658.866,12037.762,20333.142,19197.888,13227.0,4507.0,6887.546,2889.2340000000004,,,,,,,465.38,5577.74,37692.74,38508.78,127491.57,111562.89,102559.99000000002,125499.33999999998,98143.45000000001,132186.14972000002,128721.79000000001,73452.92,40612.979999999996,3110.3199999999997
INDUSTRIA MANUFACTURERA,Palmitos,248.51200000000003,891.8549999999999,1947.143,1833.3790000000004,3160.9709999999995,3777.5829999999996,3886.8019999999997,1945.108,1742.705,1776.5480000000002,1320.3006,2365.2567599999998,2981.85738,3314.8316999999997,3727.77224,4123.794000000001,3742.25664,3541.1154,5564.60863,6116.475099999999,6849.87665,6947.83479,6361.987400000001,6046.40628,5490.915779999999,6177.03018,5536.056979999999,4659.937639999999,5913.05527,5221.245800000001,5281.73496,5007.1039,4833.58316,1069.6091999999999
INDUSTRIA MANUFACTURERA,Preparaciones Alimenticias de Aceites Vegetales,,,,,,61.916,10027.149,28753.339,36412.439999999995,23313.081159999998,13637.670000000002,7036.0704,10045.495200000001,4050.9274399999995,6068.698,8200.253999999999,7182.028,12827.679,9560.648000000001,8830.298999999999,8446.061,7056.082,6057.137999999998,3354.3100000000004,4520.582,4103.67969,4233.572999999999,3269.97508,3561.4200900000005,3832.4906699999997,3045.165,3244.1605799999998,1677.12743,548.99812
INDUSTRIA MANUFACTURERA,Otros Metales Manufacturados,772.3709999999999,1133.7549999999999,709.547,667.5210000000001,605.914,632.1299999999999,520.0690000000001,746.099,974.6449999999998,5162.521599999997,1816.1982300000002,1061.5040899999997,1405.0370600000003,1159.8332899999994,2648.3532999999993,3076.103249999999,2808.2106400000007,3110.365320000001,8725.432520000004,13681.7702,16468.569130000007,10398.66616,9007.503999999992,3562.7030700000014,3260.5106299999998,11283.03893,14278.077950000003,6896.265600000001,3156.6849699999993,40654.875289999996,29578.625229999998,26494.66621,25024.046919999997,6337.9507699999995
INDUSTRIA MANUFACTURERA,Urea Granulada,,,,,,,,,,,,,,,,,,,,,,,,,,,238794.59100000001,305677.885,21736.0,49072.0,328503.563,232021.11,505458.0,96380.0
INDUSTRIA MANUFACTURERA,Carne de la Especie Bovina,,,,50.073,246.0,54.525,308.907,176.0,341.859,497.29400000000004,361.5896,188.21390000000002,673.7758999999999,1072.5159,1321.6520000000003,1326.896,625.4199999999998,251.81383,295.49411999999995,621.8299800000001,1126.94446,2715.785889999999,3068.0409,3091.5830100000003,2457.2565099999997,2456.9697300000003,3068.51565,4939.436409999998,15961.783589999997,18312.35683,20373.298890000002,28178.43951,45067.92048,7503.0609
INDUSTRIA MANUFACTURERA,Metales con Materia Prima Importada,1610.112,4087.91,4999.239,5060.793,4922.425,3487.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA MANUFACTURERA,Acido Orto bórico,,,,,4891.5,6483.6,9024.461000000001,10134.326000000001,7039.726000000001,200.0,3590.221,11665.20404,14180.832439999998,13588.99684,13040.919600000001,15032.3488,10538.848,11113.577840000002,12843.4886,13741.5276,15007.4372,14985.462,16388.199999999997,17713.125,17239.35,15126.7,15865.35,1930.0,124.0,2966.458,1519.4,6068.0,9518.5328,1699.0644000000002
INDUSTRIA MANUFACTURERA,Cobre Refinado Cátodos,,,,,,,,,,,,,,,,,,,620.8,925.7484999999999,963.6814999999999,1173.6345,2081.9694999999997,1860.9080000000001,1799.21075,2374.18278,3263.2169400000002,2672.1883199999997,2094.1935999999996,1603.1145,1248.497,2063.83311,1852.74478,100.0
INDUSTRIA MANUFACTURERA,Joyería de Plata,0.5980000000000001,15.631,0.041,0.28400000000000003,0.15200000000000002,0.679,0.17300000000000001,0.279,0.336,1.6171,1.3262900000000002,1.3870000000000002,1.98851,2.28976,2.29111,1.63425,5.630250000000001,6.99459,5.996779999999999,2.9247799999999997,2.7222299999999997,2.7619,2.1236,2.0776600000000003,1.2080199999999999,1.9631899999999998,0.5271,0.026179999999999995,0.014450000000000001,0.01869,0.00814,0.00426,0.018179999999999995,0.00025
INDUSTRIA MANUFACTURERA,Productos de Galletería y Panadería,,6.604,17.182,0.335,0.823,0.3,637.732,74.43900000000001,801.5779999999999,164.618,29.014000000000003,880.04097,37.56081,8.1037,21.105900000000002,109.45816,657.5166299999997,845.8619499999999,2825.2561400000004,3494.2539300000008,2301.1839299999992,3523.804599999999,3439.61869,3807.8566000000005,4290.92454,5463.211460000001,5427.1590099999985,5556.07491,4160.531660000001,4673.76529,4633.938630000001,3271.26221,3433.73056,687.40416
INDUSTRIA MANUFACTURERA,Bebidas,1279.4599999999998,1878.5030000000002,2533.594,4461.098000000001,4642.458,5477.309999999994,11993.610999999995,9347.518999999998,2985.871999999999,2397.9435799999997,2578.39147,4495.9393900000005,3252.3149699999994,4331.984700000001,5087.801470000001,4533.92593,2722.2149899999995,3217.5746000000004,6218.53446,4632.877629999998,4658.309840000002,4555.374969999998,5000.1057900000005,4408.638260000001,3973.005390000001,422.9109000000001,285.00805999999994,928.91911,298.33380000000005,219.72735999999998,173.74961,218.91334999999998,159.16978,66.11453
INDUSTRIA MANUFACTURERA,Calzados,24.521000000000004,164.55900000000003,124.407,89.98100000000001,159.77699999999993,255.91599999999997,96.71700000000003,52.53399999999999,82.25700000000002,109.38675000000005,45.37470000000001,54.83935000000002,100.86381,216.1850700000001,334.53192999999993,299.0684299999999,277.9349199999999,241.80961999999997,258.4428900000001,298.2394299999999,221.22463999999994,165.61013000000005,156.41292999999996,128.3181,91.66499000000003,63.632709999999975,54.52815,34.10582999999999,17.718589999999995,19.15625,67.29116,106.93651000000001,153.31451,15.758429999999997
INDUSTRIA MANUFACTURERA,Papel y Productos de Papel,573.0740000000001,733.8600000000001,519.763,1001.6210000000001,169.784,246.537,931.609,462.275,622.2450000000001,221.6922,195.82584000000006,127.29089,2402.4333400000005,1220.6446499999993,1608.8583099999994,1306.47195,2008.0576899999996,514.4955700000002,1143.3303400000002,1703.2409799999994,936.0616900000001,810.4105500000003,3564.1272899999994,3465.4566200000004,3378.8551299999995,4081.35948,3962.2822799999985,5595.553089999999,6886.13658,11628.24657,17897.50683,9644.30205,11672.22797,3904.7829200000006
INDUSTRIA MANUFACTURERA,Productos de Tabacos,52.83,118.9,341.81699999999995,526.11,624.2950000000001,578.588,477.52,428.38300000000004,294.87199999999996,262.53499999999997,218.35300000000004,164.1484,92.52608,89.77033,95.61705,82.9875,112.56699999999998,208.65500000000006,190.961,62.111999999999995,13.465,,,,0.00312,0.08332,0.19811,0.08572000000000002,0.09551,0.039169999999999996,0.06276,4.26423,10.22798,2.5629299999999997
INDUSTRIA MANUFACTURERA,Algodón e Hilados de Algodón,,1128.1100000000001,1060.0,447.0,964.0,1048.01,1050.0,875.0,805.0,1150.0,1028.2,1200.0,605.0,766.0,1168.0,848.0,912.0,1152.0,1152.0,934.0,656.0,93.0,,,,,,,,,,,,
INDUSTRIA MANUFACTURERA,Cacao,146.79999999999998,165.911,63.231,57.12300000000001,78.04700000000001,97.32000000000001,96.00799999999998,113.57199999999999,131.391,187.81902,176.11354999999998,181.63858000000002,194.53159999999997,203.35590000000002,266.6193,230.1735,250.26237999999998,118.88913,280.17407999999995,130.3573,184.7037,181.56304000000003,125.43604999999997,114.07909000000001,215.04036999999997,275.29789,310.31152000000003,302.34425,210.80286999999998,248.47934999999998,290.82644,203.60795,354.71803,82.15812
INDUSTRIA MANUFACTURERA,Fabricación de muebles con otro material,,0.023,15.306999999999999,2.9299999999999997,2.24,5.651,29.77,4.328,2.2239999999999993,26.999000000000002,617.5747700000001,535.9810200000001,742.74781,1192.0586099999998,919.6697600000002,259.59559,220.73276,165.21885,74.63279999999999,77.99381999999999,27.89716,146.80959000000001,62.692,68.61510000000001,67.60319,92.91172,141.86441,71.51039,42.57888,76.85374,1.0641,2.2916000000000003,70.4598,59.78718
INDUSTRIA MANUFACTURERA,Barras de Plomo,65.893,138.081,51.312,21.621000000000002,337.941,101.28099999999999,245.997,140.35899999999998,135.963,116.433,62.97122,38.751000000000005,234.20699999999997,341.28499999999997,573.0511,489.20849999999996,665.7272,534.6155000000001,134.204,,88.50099999999999,50.5825,,262.5257,1157.58808,1152.444,346.97672,581.271,273.546,518.44718,169.715,166.77107999999998,342.45155,
INDUSTRIA MANUFACTURERA,Cloruro de Potasio,,,,,,,,,,,,,,,,,,,,,,,,,,,2680.0,28230.322,9123.163,32345.0,48132.15,74752.05,52330.0,11213.0
INDUSTRIA MANUFACTURERA,Café Elaborado,466.1,76.02799999999999,98.797,43.300000000000004,1.298,1.51,0.8999999999999999,1.076,2.6839999999999997,2.7633600000000005,3.512,13.65525,37.86650000000001,2.91762,0.5597,0.40750000000000003,2.2930699999999997,440.3692899999999,208.80861999999996,2.03316,3.8126600000000006,2.9246600000000003,0.6931599999999999,2.77229,0.15448,0.11112,,1.08443,0.297,3.6,0.05,,3.2722099999999994,2.4
INDUSTRIA MANUFACTURERA,Zinc en Bruto Sin Alear,,,14.0,,,,756.1500000000001,113.39999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA MANUFACTURERA,Otras Manufacturas,2925.088000000001,4047.706000000005,5621.222,7190.381999999995,12470.161000000007,10541.09300000001,12981.154000000022,14694.330000000036,36492.0029999999,25096.780919999983,28767.112679999987,29780.471149999965,48817.04226,57219.104069999965,65694.69384999992,64765.592549999965,57868.15723999994,37859.81151000002,63059.75492999997,100631.03912999995,147300.93517000024,168219.1978799999,163778.30251000013,142108.0035500002,118435.55830000014,299633.06791999994,250681.31385000004,259669.87438999987,211783.93248000005,313749.5653,279895.19675,168516.06605999998,237329.51095000005,89666.45787000001
ENERGÍA ELÉCTRICA,ENERGÍA ELÉCTRICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
REEXPORTACIONES(1),REEXPORTACIONES(1),3562.442000000002,2891.3549999999987,7949.235000000002,5498.3080000000045,3727.0440000000035,2093.133000000001,5482.093000000006,12664.226,9917.90600000001,18132.499490000064,6563.003180000024,11207.10847000003,13132.323250000014,10300.342520000004,12128.235879999998,12049.976200000016,15849.005550000045,9608.29673000003,10208.011450000022,5799.634070000004,17759.289039999996,14538.028240000005,10375.337140000025,16102.403479999992,10599.738980000024,10155.63535,9786.214629999982,12856.359469999998,9257.637219999997,13812.200009999999,6876.102240000005,8214.12134,10343.513579999999,854.7409099999995
EFECTOS PERSONALES,EFECTOS PERSONALES,632.309,560.427,693.137,742.249,799.5690000000002,772.437,866.588,983.558,1847.104,1286.1166,1046.35475,1138.5864900000001,1074.2126999999998,1075.28575,1028.3276799999999,1115.79295,1526.09878,1405.4486200000001,1304.43451,761.3060099999999,797.72526,565.58596,578.82001,739.22092,565.35889,821.00237,875.5382000000001,1097.0661400000001,374.09944,450.4638,453.9900600000001,436.55365,451.48181,152.8716
