País,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023(p),2024(p),Enero a Marzo 2025(p)
Italia,1.877099,1.041553,3.0180250000000006,6.73726,6.290995000000001,9.606519,8.720087,8.392132,16.591941000000002,13.044459139999999,13.65567392,15.6546809,15.325404699999998,15.38927973,24.42952125,29.44921045,23.54558754,17.64154388,27.178167520000002,39.21211793,54.935256259999996,79.40462496,79.34915570000001,71.57313076,41.38515418,40.43521283,37.87242472,99.57278596,120.52089128999998,268.97119972,181.94592793999996,16.98626252,22.00124565,15.018723539999998
Jamaica,,,,0.01449,0.234522,0.11223000000000001,,,,0.015583,,0.02381927,0.96260833,,0.0100467,0.0108603,,,0.01034,,,4.20502369,0.0502908,0.047432,0.00544712,,,,0.08739042999999999,0.21581276000000002,0.2409,6.33509345,0.1113108,0.072218
Japón,1.41077,2.302681,1.8639329999999998,3.6276699999999997,3.758941,4.078879,3.210088,6.695083999999999,3.4035960000000003,2.75540124,5.842784979999999,18.538056100000002,68.39270669,135.13295152,377.95259197,407.10725367,214.33230028000003,303.48230091000005,460.25901777,539.96899844,441.81376865,417.70355842,432.33546320000005,407.22338348,417.29554371000006,591.5162573900001,673.05771224,720.90282974,529.3519755499999,918.5547545400001,967.8125479,671.2498958900001,716.9544569100001,146.99102878999997
Jordania,,0.037275,,,0.07797599999999999,,,,,,,,0.04251175,,,,0.04332485,0.07531799,0.03029945,0.34790667,0.06978517999999999,0.003703,0.05141282,,,0.05295869,,,0.10498,,0.39096495,,0.09642897,
Kazajstán,,,,,,,,,,,,,,,,0.02712419,0.0143585,0.00290372,0.001177,,,,0.16343,,0.12496,,,0.12781402,4.05662059,20.74472958,3.50272666,,0.128835,
Kenia,,,,,,,,,,,,,,,,8.4e-05,0.00167,0.0012015,,,,,,,,,,2.1e-05,0.0002,,0.02484656,0.08452272,,
Kirguistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8882036799999999,,,
Kuwait,0.033462,,,,,,,,,0.012112,,,,0.009372,,,,,,0.00187646,,,,0.19000249999999996,0.0578035,0.03724129,0.01920994,0.59909007,0.57942618,0.7479676599999999,0.18684816,0.41381904,0.24339356000000004,0.087013
"Laos, Republica Popular Democrática De",,,,,,,,,,,0.0002855,,,,,,,0.26914006,,,,0.0025,,,0.04009314,,,,,,,,,
Letonia,,,,,,,,,,,0.37351599999999996,0.2334948,0.14079999999999998,0.30775,0.26375,0.10383999999999999,0.31982233,0.057512,0.07258689,0.12860932,0.21920447999999998,0.5194559999999999,0.319316,,0.2447372,0.0018304,0.15860532,0.35420799999999997,0.056702,0.24011762,0.55977564,3.04684672,2.92782275,0.3011408
Líbano,,,0.033213,,0.008462,0.104799,0.002365,0.03612,,0.10955000000000001,,0.04443917,0.0748248,,0.14029999999999998,0.035984,,0.14970144,0.13922289999999998,0.08287220000000001,0.15952386000000002,0.2081465,0.25244351,0.20489692,0.24468695000000001,0.264304,0.1686943,0.18882922,0.19170975999999998,0.352602,0.102038,0.0495247,0.046858,
Liberia,,,,,,,,,,,,,,,0.00095,,,,,,,,,,,,,,,,0.008359,,0.020903,
Libia,,,,,,,0.504339,,,,,,,,0.08899000000000001,0.09059,,,,,0.14759,,,,,,0.09523,0.10711,0.1146028,,0.63586606,0.44671352,0.244886,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,0.18915328,,,,,,,,,
Lituania,,,0.050086,,,,,,,0.0264,,0.072864,,0.0616,0.20697600000000002,0.0704,0.6049576799999999,0.22750359999999997,0.6337969299999999,0.1518091,0.546304,2.1536388,0.8871243299999999,0.7317830000000001,1.1285760100000002,0.9208862999999998,2.3420715600000004,2.37070524,0.7544032,1.0272444699999999,0.9151939200000001,1.23546036,5.3858565,0.2813008
Luxemburgo,,,,,,,,,,,,,,,,,0.055163319999999995,,0.1246827,,,,,,,0.01978758,,0.00089747,0.00107151,,0.00946626,,,
Macao,,,,,,,,,,,,,,,,0.08950145,,,,,,,0.0536852,0.008122840000000001,,0.01,0.01431668,,,0.010162059999999999,0.0375146,0.027716980000000002,,0.00747275
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052108,0.47251099999999996,,,,,
Malasia,6.738015000000001,2.7362799999999994,1.104773,2.5342909999999996,2.168676,1.649807,2.9420109999999995,1.316009,5.293343,1.893928,4.735503420000001,11.03548899,20.89903167,16.120060340000002,17.68492541,19.1901102,21.88306574,4.3437762499999995,1.53478048,3.86560136,1.9474056499999997,46.32546248,48.293403080000004,39.176341289999996,16.30260256,3.5703500399999992,4.7537771200000005,3.5742991000000006,2.8280502199999997,5.206984049999999,2.70013214,3.24657234,5.32853899,8.04542929
Malta,,,,0.0142,,0.00182,,,,,,,,,,,0.02150744,0.01959277,0.027254439999999998,0.0252894,,0.0223,0.21760000000000002,,,,0.00801631,0.02270172,0.02056149,0.0406443,0.02269305,,0.01126487,0.01934806
Marruecos,0.01944,,,,,,,0.0279,,,,,0.024174,,0.10194564,0.150176,0.21835480000000002,0.17972500000000002,0.12304063,0.21418192,0.131896,0.3088345,0.36903117999999996,0.35281169,0.168855,0.16439,0.23720000000000002,0.07314,0.101165,0.1885275,0.09720000000000001,0.17936,0.18439149999999999,
Martinica,,,,0.033908,0.071881,0.075239,0.23496699999999998,,,,,,,,,,,,,,,0.04949403,0.0048,0.03600124,0.02246,0.06426932,0.07254365,0.0971632,0.0146834,0.084672,0.09619069999999999,0.0145644,0.11816795,
Mauricio,,,,,,,,,,,,,,,,,,,,,,,,,,0.0670345,0.09692431,0.06691675,0.06135249999999999,0.062918,0.41342715999999996,0.26806071,0.39299908,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0631,0.04387985,0.038286,
México,6.542782000000002,7.700573,13.051105000000003,1.080184,7.828712999999999,10.95964,5.900979,4.666933,6.352954,8.180539679999999,17.77646301,20.40615162,20.92592423,19.984268670000002,20.62458104,30.429371129999996,37.46775144,27.343152359999998,31.44784713,52.70465174,34.90452207,24.78622692,41.87752152,24.603844099999996,24.086836219999995,19.94200757,19.590589689999998,40.34075918,17.32988404,32.17820222,35.48516703000001,45.61923196000001,40.44556861,8.382091189999997
"Midway, Islas",,,,,,,,,,,,,,,,,,,,,,,0.002039,,,,,,,,,,,
Moldavia,0.015474,,,,,,,,,,,,,,,,,,0.0076905,,,,,,,,,,,,,,,
Mónaco,,,,,,,,,,,,,,,0.15345,0.12301436,0.25884243,0.08478,,0.05926,,,,,0.09841695,0.0493,0.19187876,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,0.0112471,0.0214,,,,,0.03810293,,,,0.041735,,,,,
Mozambique,,,,,,,,,,,,,,,,,,0.01539,0.1110232,0.02269344,0.029717999999999998,,,,,,,,0.1071,0.157696,,0.123424,0.043232,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,0.18761047,,,,,0.5192,,,,
Nicaragua,,,,0.00117,0.013066000000000001,0.077697,0.071895,0.065082,0.032899000000000005,,,0.027555200000000002,0.0242948,0.20484143999999999,0.0754933,0.08742992000000001,0.36601233,0.15986607,0.23837096000000002,0.27794891,2.0102561800000003,2.54341926,0.57976979,0.38935398000000004,0.29146756,0.27321105,0.4202254899999999,0.32430028,0.41950145000000005,0.3986141,0.68313746,0.49150847999999997,0.8148051000000001,0.15488647
Níger,,,,,,,,,,,,,,,,,,0.015082,,,,,,,,,,,,,,,,
Nigeria,0.002844,,0.000641,,0.02434,,,,,,,,,,,,,0.05942,0.07059180000000001,,0.0049,,,,,0.01109289,0.08714169999999999,0.16942004000000002,,0.17958533999999998,0.022231900000000002,0.01097791,,0.039853200000000005
Noruega,0.0046700000000000005,0.021174,0.018124,0.006046,0.004121,0.001194,0.02112,0.04915,0.042755,0.072075,0.04512,0.006387000000000001,0.04185926,0.39418461000000005,0.80012789,0.6149425000000001,0.73764377,0.9930863600000001,0.5778334199999999,1.43780576,1.08630778,1.05677581,0.4573831,0.7325204,0.79108071,0.9097157599999999,1.53470652,2.05005594,0.52649324,0.5521275,0.2973848,0.327054,0.273021,0.0035351999999999996
Nueva Caledonia,,0.000975,,,,,,,,,,,,,,,,,,0.026180540000000002,0.0112905,,,0.09507942999999999,0.03703801,0.05429014,0.1286005,,,0.06545723,0.014614,,0.03326227,
Papua Nueva  Guinea,,,,,,,,,,,,,,,,,,,0.21028970000000002,0.011997,,,,,,,,,,,,,,
Nueva Zelandia,0.032892,,0.004,0.026327,0.259311,0.42632899999999996,0.176824,0.162553,0.4916770000000001,0.40905365000000005,0.34795867,0.29278627999999995,0.15780373000000003,0.27429133,0.5933012099999999,0.48071683,1.0945574699999998,0.8498541100000001,1.76372647,2.7812811,2.25544552,1.97974245,3.12281059,3.8522015400000003,4.29193518,4.98086695,5.41494607,5.4671675099999995,3.9954416099999994,3.10637755,3.85505102,2.91297618,2.5052508499999995,0.44612565
Omán,0.060531,,0.036000000000000004,0.09098,,,,,,,,,,,,,,,,,,,,0.039385,,,,,,,0.09724266,2.95727984,2.9244531600000006,0.58791068
Países Bajos,5.7602780000000005,7.941565000000001,7.303348999999999,4.04532,6.093554000000001,8.917148,7.816090999999999,6.298162,5.615011,15.97559768,13.281974859999998,13.60607929,18.88014453,23.14795948,33.26193637,60.02085125,68.81021783,73.3412577,60.37215250999999,54.3760761,33.97795455,190.89560984000002,111.27993126999999,111.69152473000001,89.60237652999999,168.86911614000002,242.34343434,232.66266917000002,213.59101588,288.69605891000003,304.23095995,245.75224477000003,308.96941396,40.6719697
Pakistán,0.09,,0.05,,,,0.003581,,0.7077960000000001,,0.14643401,,0.04815,0.18040366,0.13635002000000002,0.03685,0.155,,,,,,0.093746,0.2222714,0.084175,,,0.15098140000000002,0.0815,0.35236555999999997,,,0.00370083,0.02141581
Panamá,0.019275,0.091839,0.41041300000000003,4.78414,10.724178,0.094114,1.1912930000000002,1.0647970000000002,1.1277620000000002,3.7677455300000005,0.25618528,0.32103006999999995,7.87264865,0.24227072999999996,44.57484264,66.14157959999999,24.66037123,57.60583806999999,39.40932926,47.94254319,39.211881659999996,27.637100099999998,27.79102919,6.313843309999999,7.22366711,7.24090196,7.40701009,5.601340949999999,1.8033427799999997,5.6734217000000005,7.7702695099999985,8.94046671,10.60435589,4.27912471
Paraguay,1.156004,1.396328,0.9629690000000001,2.9604939999999993,2.122498,1.322503,1.8887990000000001,2.122141,2.080154,4.52382074,2.5764820499999996,4.21214324,17.264977240000004,19.86919334,28.26119733,29.393518080000003,54.405132640000005,18.32231953,20.468473440000004,26.253822569999997,26.523658920000003,39.09956798,58.08641535000001,32.02723512,37.6397636,56.638828880000005,53.059905779999994,50.64698312,30.550969769999995,58.59969045,65.130595,47.393248400000004,57.287168730000005,10.930695549999998
Perú,58.178895000000004,74.966505,120.715619,141.766508,134.968906,155.969121,131.58543500000002,68.586212,57.43843900000001,63.78308769,67.62722174,84.20054259,135.9650957,124.58089784000002,232.87128843,226.06921677,275.8710464,288.40252077,393.41049546,460.98581627000004,627.6033841699999,651.05630751,538.46486169,317.61340645999996,359.54745744999997,314.70960713999995,375.44031585,374.00223491,458.09409522,641.09135777,912.0031248199999,585.06492273,595.28240488,111.03432395
"Pitcairn, Isla",,,,,,,,,,,,,,,,,,,,,,,,0.042726440000000004,,,,,,,,,,
Polinesia Francesa,0.009,,,,0.00098,,,,,,,,,,,,,0.05043104,,,,,0.06885485,,,,0.0147302,,0.0261527,,,0.050227839999999996,,
Polonia,0.0852,0.0196,,0.40667799999999993,0.113358,0.749664,0.235738,0.243292,0.061089000000000004,0.0475316,0.08092640000000001,,0.1444395,0.01152,0.52686372,0.9682254700000001,0.62009158,0.9738426100000002,1.3126135599999997,5.1450983,2.12734677,1.60158863,0.704222,3.47174743,2.01647224,5.04284016,6.01371925,2.2656598299999997,2.24915061,0.84279795,11.267922979999998,4.300356109999999,2.7242271899999997,2.4901588400000003
Portugal,0.623014,0.168404,0.085593,0.32710500000000003,0.152413,0.180839,0.331715,0.6312840000000001,0.257471,0.47403429,0.51717676,0.32105821,0.39861313,0.60072277,0.2936431,1.14274696,0.90279926,0.84848898,1.57117069,2.0692166700000003,1.06798247,7.736267709999999,2.2142045200000005,1.23929666,1.25822327,0.97960684,1.19459186,0.46614912000000003,0.47437307,1.46091253,3.8137144800000002,2.8831698500000003,1.1162034299999999,0.29474353
Puerto Rico,0.005527000000000001,0.00903,,0.10279200000000001,0.10028899999999999,0.021339,0.094294,0.046988999999999996,0.14136600000000002,0.04535754,0.04651859,0.11951738,0.54219065,0.80828255,0.87783157,0.8571643199999999,0.52938923,0.96852353,0.84094426,0.25301425,3.7214547500000004,2.89559264,0.025254,0.01222923,0.01109886,0.0006046000000000001,0.00043250000000000005,0.000454,0.07690999999999999,8.802099060000002,0.020276,2.46830537,0.21221538999999998,
Qatar,0.1161,,,,,,,,1.638251,,,,,0.032363680000000006,0.006629,0.019902,,,,,,,,0.092334,0.04578,,0.04163209,0.16011121,0.22351183000000002,0.1951638,0.115757,0.06205253,0.13156673,
Reino Unido,127.520232,154.131289,150.59988399999997,153.27151600000002,143.14209600000004,154.663089,197.18452500000004,179.88161599999998,167.610034,71.34985577,31.89171216,34.20983246,52.88592511,59.01557502999999,79.22954727,105.81814744000002,90.00533524000001,74.33783523,101.31682232,155.68700912999998,106.68931368999999,105.48664818999998,122.74044490999998,79.77429381,77.03611409,50.03603077,42.13786811999999,32.06145594,42.76069334,111.05051471,162.58239447,118.12789039999998,162.92881861000004,9.91376568
Republica Centroafricana,,,,0.038095,,,,,,,,,,,,,,,,0.021313,,,,,,,,,,,,,,
Republica Checa,,0.021363999999999998,0.013709,0.032272999999999996,0.101336,0.7372179999999999,0.472012,0.7511329999999999,0.000936,0.05192,0.03201,0.0728528,0.04427696,0.09439985,0.041903,0.055458230000000004,0.09421170000000001,0.14786401,0.11262356,0.009831760000000002,0.0009828,0.06929089999999999,0.17440032,0.99224101,0.03123301,0.23231903999999998,0.14637825000000002,0.15420149,0.2633717,0.12805989999999998,0.32947672,0.21025440999999997,0.2290471,0.009053
Republica Dominicana,,0.0138,0.00344,0.158565,1.0546639999999998,1.318606,0.888734,0.4373809999999999,1.588413,0.9568958099999999,1.0746881000000001,1.18058332,1.6459048,2.6152357599999996,4.05028858,4.598376249999999,3.4284090899999997,5.29368454,6.13591755,2.02986434,6.689748699999999,4.63753188,1.0645358,1.01331154,2.4922456499999996,2.2967753500000003,1.55244987,0.8524877399999999,1.4567813699999999,6.259625830000001,10.72578619,9.606817530000002,5.5745299699999995,1.38996369
San Bartolome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02742,
Reunion,,,,,,,,0.015733,,,,,,,,,,,,,,,,,,0.09118511,0.0519353,0.029091210000000003,0.0187,0.1267841,0.092155,0.2877979,0.0481165,
Zimbabwe,,,,,,,,,,,,,,,,,0.15328332,,,,,,,,,,0.0009975,,,,,0.1187275,,3e-05
Rumania,0.0147,0.02835,,,0.435022,,,,,0.103965,0.006977,0.02181198,0.16993176999999998,0.0773505,0.0078282,0.34739094000000004,1.28710521,1.6439512299999999,0.8007815200000001,0.35542213,0.89259489,4.8762477,0.5814544700000001,0.348471,0.0302,0.07103,0.12483274999999999,0.138148,0.125918,0.0036918000000000003,11.4798501,0.06164429,5e-06,
Rusia Federación De,0.104662,0.104734,0.020795,0.08277999999999999,0.516073,0.266444,,,0.282264,0.07951161999999999,0.7790067700000001,0.6196257300000001,1.5782020999999997,3.2798573400000004,2.90936885,2.14522295,3.1242085,1.5966708299999999,9.29971112,13.234668399999999,12.45108944,6.42378918,4.727257900000001,3.9495813600000003,3.3018310199999994,5.0376443900000005,2.6663729099999998,3.8816221200000003,2.30160638,13.16483671,39.830851769999995,12.22629486,0.8804041800000001,0.0967687
"Salomón, Islas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19602,0.1188
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078576,,,
Santa Elena,,,,,,,,,,,,,,,,,,0.031074360000000002,,,,,,,,,,,,,,,,
Santa Lucia,,,,,,,,,,,,,0.00795328,,,26.40742143,,,,,,,,,,,35.19583487,21.48310865,10.517484710000002,,,,,
Senegal,,,,,,,,,,,,0.00782,,,,,,0.06471053,0.2592,0.003738,,,,1.7995,0.020902880000000002,,,0.36114,,,,,,
Serbia,,,,,,,,,,,,,,,,,,0.21094304000000003,0.38890016000000005,0.13616,0.276072,,,0.13624,0.15735,,0.18604,,,,,,,
Seychelles,,,0.290418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leona,,,,,,,,,,,,,,,,0.013000000000000001,,,,,,,,,,,,,,,,,,
Singapur,0.0003,,0.074286,,,0.003397,0.008342,0.060161,,3.6e-05,,0.19954913999999999,0.050935049999999996,0.10849635,0.01640911,0.018024070000000003,0.00487564,0.15246421,0.17341185999999997,0.29790661,0.35967269,28.37465441,100.53989719,23.19692397,71.86601142,1.18837448,0.9918366000000001,0.5811820099999999,0.9195665099999999,11.74964305,0.46417575,0.39893908,0.44602137,0.02295199
Siria. Republica Árabe De,0.14096999999999998,0.178357,0.268916,0.9660299999999999,0.0378,,,,,5e-06,,,,0.03069315,,0.0070855,0.03349786,1.8188220000000002,0.08346754,0.18655621,0.02780075,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,0.004598,0.17192,,,,0.0018,0.06948934,0.17599895,0.13539201,,0.009268,,,,,,,
Sudáfrica. Republica De,0.027456,0.0484,0.047742,0.083283,0.057546999999999994,0.156424,0.056971,0.146458,0.0373,0.033792,0.2178268,0.32029160999999995,0.12758245,0.38624600000000003,0.95347055,0.90465543,1.0248361,0.5258774,2.77446788,1.2304142599999999,1.5657633299999998,1.32792025,2.2045577,2.8183097299999997,1.62794917,0.6611943800000001,1.9273771999999998,0.8112538600000001,1.2212305499999998,1.168136,2.7285455800000005,1.7728780499999997,2.20561335,0.23769355
Sudan,,,,,,,,,,,,,0.02536239,,,0.00099,,,0.0008665300000000001,,,,,2.655e-05,,,,,,,,,,
Suecia,0.023274,0.018491,0.08475999999999999,0.10349,0.030999999999999996,0.029499,0.08920900000000001,0.10097899999999999,0.31649000000000005,0.72904962,0.36980567999999997,0.35151603,0.66111158,0.47833197000000005,0.34852596999999996,0.8507351000000001,0.7419387700000001,0.54977663,0.5379092400000001,0.93908338,0.8347728199999999,1.0669455599999997,1.49699225,0.9723855699999999,0.8763242199999999,0.99063905,0.9050676999999999,0.59672092,0.37881088999999996,1.32408785,1.03920082,0.45500946,0.13794639,0.14229
Suiza,5.065274,2.80403,14.485825,80.983136,97.624064,115.41512800000001,83.829581,69.284386,163.12652899999998,176.51829186999998,214.88388367000002,165.90035656,52.399629919999995,107.41723256,210.40228283,159.90187749,162.06017114000002,167.31557153,167.29596419,306.02795256,272.45116589,165.56178025,96.33500904,38.581826750000005,5.1255947100000006,14.296968469999998,5.86453497,17.52316592,9.698296390000001,6.165045879999999,1.4706226899999997,1.08829406,1.3725807,0.37668390000000007
Surinam,,,,,,,,,,,,,,0.05636671,0.05732456,,,,,0.3705428,,,,,,0.019895529999999998,,,0.026303,0.041819,0.19201972,0.07260295,0.004718,
Swasilandia,,,,,,,,,,,,,,,0.07015,0.00269,0.00944,0.04333618,0.05030651,0.005195,,,,,,,,,,,,,,
Tailandia,0.243926,0.17229999999999998,0.20682999999999999,0.012257,0.01122,0.079667,0.071173,0.111345,0.246511,1.6699770000000003,0.73045216,0.7203209199999999,0.76456423,0.6864012399999999,0.17974681,0.46922428999999993,1.14137712,0.32940445,0.52531423,2.1057642000000003,2.6587599600000003,1.3067532599999998,1.43868683,1.6146621600000002,1.4951963699999997,2.20795991,1.35175679,0.5908694,0.5703578600000001,0.6589672300000001,0.69292754,1.22463574,1.5032072699999999,0.7800406599999999
"Tanzania, Republica Unida De",,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,0.013375,,0.007728560000000001
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,
Territorio  Antártico Británico,,,,,,,0.135517,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor Leste (Timor Del Este),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049725,,,,,
Togo,,,,,,,,,,,,,,,,,,,0.05763,,,,,,,,,0.00408002,,0.1479,0.10700026,,,
Trinidad Y Tobago,,,,,,,,,0.015901,,,,,,0.00997,0.00935,,0.01186644,0.0170175,,,,,0.06309034,0.10949094000000001,0.0004,,,,,,,,
Túnez,,,,,,,,,,,,,,,,,,,0.175429,,0.08863,0.05379,0.11943,,0.11767,,,0.14692,0.18831504999999998,0.043333,0.08306,0.07391063,0.08169254,
"Turcas Y Caicos, Islas",,,,,,,,,,,,,,,,,,,0.005196729999999999,,,,,,,,,,,,,,,
Turquía,,,0.40401999999999993,0.370212,0.008839,0.016936,0.084517,0.021265,,0.01512,,0.034698320000000005,0.15131574,0.19096058999999999,0.0507905,0.27013120999999995,1.07524673,0.39090094,0.19022263000000003,0.8351784199999999,2.73332268,0.4871537999999999,0.36337352,0.25559068,17.90363959,69.59571953999999,107.36531571999998,72.80385618,116.33327449000001,164.06805876,101.50621107,47.949155470000015,19.80612124,6.21972304
Ucrania,,,,,,,,,,,,,0.03016,,,0.12911431,0.15288190999999998,0.009785,0.03732717000000001,0.141437,0.27566,0.35829467000000004,0.214302,0.25230800000000003,0.63141859,0.3244394299999999,0.032049430000000004,0.29031495,0.2801205,0.57142746,,0.08111,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00502276,,,,,,2e-06,
Uruguay,1.352565,1.5261810000000002,4.754449999999999,1.923485,8.444347,2.767303,50.073254999999996,77.904604,69.202953,9.41642226,1.06691867,0.7869986999999999,1.0846488900000002,1.5029919499999997,1.21649599,2.2439908900000005,2.9771025399999997,2.97420405,5.45229461,6.81775626,5.595044929999999,8.08273004,7.57384038,6.04545089,6.7037922100000005,9.21036697,9.56672203,14.96998562,7.998013340000002,9.73596821,19.065530459999998,15.98396138,10.663359569999999,1.7581438499999997
Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137507,,,
Venezuela,4.910698,1.743544,1.3671419999999999,5.526652,1.0737,1.3007,9.669533999999999,17.248621,49.852506,95.59888286,175.07016613000002,172.42743196,235.50624059999998,169.74481938,202.20246645,241.37499204999997,249.98586202,291.50404112000007,341.35391087999994,286.35977734,309.04825611999996,158.38271708,129.69087452,57.132773420000014,12.807116440000001,0.8664951700000001,4.53122816,6.98241243,7.78283305,9.89586342,2.23742612,4.960023979999999,3.86165992,1.9491976800000004
Viet-Nam,,,,,,,,,,,0.31795083,0.33035414,,0.0539518,0.0606164,0.9179355600000001,0.15021355,0.000138,0.34448394000000004,0.35647428000000003,3.5868439499999996,2.29483301,1.19105789,10.694725809999998,18.313874530000003,2.04776257,6.5794251699999995,4.05716631,3.4723868399999995,3.3886628900000004,10.467820570000002,8.490115310000002,5.82911803,5.181217779999999
"Vírgenes, Islas  (Reino Unido)",,,,,,,,,,,,,,,,,0.0753,0.09394706,0.11860820999999999,0.08610000000000001,0.0105,,,,,,,,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,0.004116,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,4.66824437,,
Republica Democrática Del Congo,,,,,,,,,,,,,,,,,,,,,0.00013,,,3.3e-05,,,,,,0.40979863,0.03696,0.34321252,0.552005,0.21203800000000003
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001444,,,,
Zona Franca De Bolivia,,0.305388,1.10987,2.917204,6.748281000000001,9.623481,10.699127,10.161788999999999,6.882085,4.663678000000001,3.20584017,4.11774244,3.7739353600000003,3.7594651100000003,5.28777054,6.314908099999999,5.6526765800000005,5.60012901,5.421027270000001,3.25266323,2.6067275899999998,2.15954682,0.9410594400000001,1.06802364,1.41329136,0.5608215000000002,0.40366244,0.49669922,0.69661196,0.11343755000000001,,,,
No Declarado,3.353199,0.057109,0.73228,1.000232,0.590203,1.1254819999999999,1.199472,0.643445,0.614281,0.25882340000000004,0.18152784999999996,0.12570455,0.26521098,0.75251325,4.05371215,3.25816373,1.42942764,0.26041319999999996,0.33611628,0.9313179299999998,0.33260865999999994,0.22277403,,,,,,,,,,,,
REEXPORTACIONES(1),31.771407000000014,22.231515999999985,33.229533999999994,42.14611099999998,79.152411,16.456425000000003,214.65894600000004,360.63036800000015,226.12785000000002,123.65819114,52.36376710999998,84.15776446,68.10259021999997,78.10936106,141.2905182600001,64.27558922,120.6924484,84.32739014000002,83.70072775000006,67.46342672000002,174.4354395799999,118.65685443999998,133.93764353000003,184.5406511099999,131.21022247999994,142.6668450300001,94.08316130999997,126.25113788000007,116.69349223000002,93.01164994000008,67.01028272999996,112.13414984,135.32308867,7.727941570000006
EFECTOS PERSONALES,0.9448109999999995,0.8670050000000001,1.1900389999999992,1.456698999999998,1.6801909999999975,1.7876229999999982,1.928860999999998,2.4884269999999975,2.5884479999999974,3.028032259999999,2.66954597,2.5597787199999984,2.514811209999998,2.546241639999997,2.295674859999997,3.602525929999999,4.386207729999995,2.5029417499999984,2.3751565799999987,2.05233174,2.1193943899999987,1.2332950699999994,1.204195149999999,1.4671088099999985,1.1787845100000005,1.2733999099999993,1.5698791099999987,2.207648069999999,1.178091079999999,1.3012315800000003,0.8674814899999999,0.8851463299999993,0.9565644999999994,0.25197946
